id,HoraFecha,h
821,02:29:33 3/4/2022,95
822,02:36:14 3/4/2022,95
823,02:42:57 3/4/2022,95
824,02:49:37 3/4/2022,95
825,02:56:18 3/4/2022,95
826,03:03:08 3/4/2022,95
827,03:09:51 3/4/2022,95
828,03:16:30 3/4/2022,95
829,03:23:46 3/4/2022,95
830,03:30:27 3/4/2022,95
831,03:37:09 3/4/2022,95
832,03:43:49 3/4/2022,95
833,03:50:29 3/4/2022,95
834,03:57:10 3/4/2022,95
835,04:03:49 3/4/2022,95
836,04:10:29 3/4/2022,95
837,04:17:09 3/4/2022,95
838,04:23:49 3/4/2022,95
839,04:30:29 3/4/2022,95
840,04:37:09 3/4/2022,95
841,04:43:49 3/4/2022,95
842,04:50:29 3/4/2022,95
843,04:57:09 3/4/2022,95
844,05:03:50 3/4/2022,95
845,05:10:39 3/4/2022,95
846,05:17:20 3/4/2022,95
847,05:24:12 3/4/2022,95
848,05:30:57 3/4/2022,95
849,05:37:36 3/4/2022,95
850,05:44:16 3/4/2022,95
851,05:50:55 3/4/2022,95
852,05:57:34 3/4/2022,95
853,06:04:13 3/4/2022,95
854,06:10:54 3/4/2022,95
855,06:17:35 3/4/2022,95
856,06:24:14 3/4/2022,95
857,06:29:15 3/4/2022,95
858,06:37:36 3/4/2022,95
859,06:44:15 3/4/2022,95
860,06:50:54 3/4/2022,95
861,06:57:33 3/4/2022,95
862,07:04:12 3/4/2022,95
863,07:10:51 3/4/2022,95
864,07:17:31 3/4/2022,95
865,07:24:13 3/4/2022,95
866,07:30:55 3/4/2022,95
867,07:37:37 3/4/2022,95
868,07:44:17 3/4/2022,95
869,07:50:58 3/4/2022,95
870,07:57:39 3/4/2022,95
871,08:04:21 3/4/2022,95
872,08:11:03 3/4/2022,95
873,08:17:45 3/4/2022,95
874,08:24:29 3/4/2022,95
875,08:31:19 3/4/2022,93
876,08:38:08 3/4/2022,90
877,08:44:53 3/4/2022,90
878,08:51:45 3/4/2022,86
879,08:58:29 3/4/2022,85
880,09:05:13 3/4/2022,83
881,09:12:07 3/4/2022,78
882,09:18:59 3/4/2022,79
883,09:26:29 3/4/2022,78
884,09:34:00 3/4/2022,75
885,09:42:11 3/4/2022,68
886,09:49:15 3/4/2022,60
887,09:56:18 3/4/2022,54
888,10:03:22 3/4/2022,65
889,10:10:23 3/4/2022,59
890,10:17:20 3/4/2022,58
891,10:24:03 3/4/2022,57
892,10:30:48 3/4/2022,53
893,10:37:32 3/4/2022,52
894,10:44:21 3/4/2022,50
895,10:51:19 3/4/2022,56
896,10:58:11 3/4/2022,57
897,11:05:05 3/4/2022,63
898,11:11:53 3/4/2022,62
899,11:18:38 3/4/2022,57
900,11:25:25 3/4/2022,61
901,11:32:15 3/4/2022,62
902,11:39:05 3/4/2022,64
903,11:45:59 3/4/2022,57
904,11:52:49 3/4/2022,57
905,11:59:46 3/4/2022,55
906,12:06:54 3/4/2022,58
907,12:13:51 3/4/2022,62
908,12:21:19 3/4/2022,63
909,12:28:11 3/4/2022,61
910,12:34:54 3/4/2022,64
911,12:41:34 3/4/2022,62
912,12:48:15 3/4/2022,62
913,12:54:56 3/4/2022,65
914,13:01:54 3/4/2022,64
915,13:08:36 3/4/2022,63
916,13:15:24 3/4/2022,65
917,13:22:08 3/4/2022,61
918,13:28:50 3/4/2022,63
919,13:35:49 3/4/2022,65
920,13:43:02 3/4/2022,65
921,13:50:18 3/4/2022,61
922,13:57:22 3/4/2022,62
923,14:04:10 3/4/2022,60
924,14:11:02 3/4/2022,61
925,14:17:46 3/4/2022,65
926,14:24:32 3/4/2022,67
927,14:31:15 3/4/2022,68
928,14:38:11 3/4/2022,67
929,14:44:53 3/4/2022,67
930,14:51:34 3/4/2022,66
931,14:58:16 3/4/2022,67
932,15:05:03 3/4/2022,68
933,15:11:49 3/4/2022,68
934,15:18:33 3/4/2022,66
935,15:25:21 3/4/2022,66
936,15:32:08 3/4/2022,67
937,15:39:06 3/4/2022,68
938,15:46:02 3/4/2022,69
939,15:53:18 3/4/2022,70
940,16:00:32 3/4/2022,72
941,16:07:32 3/4/2022,72
942,16:11:18 3/4/2022,71
943,16:21:30 3/4/2022,72
944,16:28:30 3/4/2022,72
945,16:35:37 3/4/2022,72
946,16:43:07 3/4/2022,72
947,16:50:31 3/4/2022,73
948,16:57:46 3/4/2022,72
949,17:05:08 3/4/2022,73
950,17:12:19 3/4/2022,74
951,17:19:23 3/4/2022,73
952,17:26:20 3/4/2022,78
953,17:33:26 3/4/2022,78
954,17:40:38 3/4/2022,83
955,17:47:30 3/4/2022,79
956,17:54:21 3/4/2022,82
957,18:01:25 3/4/2022,78
958,18:08:18 3/4/2022,80
959,18:15:18 3/4/2022,80
960,18:22:03 3/4/2022,80
961,18:28:55 3/4/2022,82
962,18:35:45 3/4/2022,81
963,18:44:04 3/4/2022,82
964,18:50:52 3/4/2022,81
965,18:57:38 3/4/2022,81
966,19:04:21 3/4/2022,82
967,19:11:05 3/4/2022,82
968,19:17:52 3/4/2022,83
969,19:24:45 3/4/2022,83
970,19:31:39 3/4/2022,84
971,19:38:30 3/4/2022,87
972,19:45:15 3/4/2022,89
973,19:52:04 3/4/2022,87
974,19:58:55 3/4/2022,87
975,20:04:00 3/4/2022,89
976,20:12:24 3/4/2022,90
977,20:19:08 3/4/2022,91
978,20:25:54 3/4/2022,88
979,20:32:46 3/4/2022,86
980,20:39:32 3/4/2022,86
981,20:46:14 3/4/2022,86
982,20:52:56 3/4/2022,85
983,20:59:32 3/4/2022,87
984,21:06:08 3/4/2022,88
985,21:12:51 3/4/2022,90
986,21:19:40 3/4/2022,92
987,21:26:52 3/4/2022,91
988,21:34:26 3/4/2022,92
989,21:41:39 3/4/2022,94
990,21:44:28 3/4/2022,94
991,21:53:55 3/4/2022,95
992,22:00:39 3/4/2022,95
993,22:07:40 3/4/2022,95
994,22:14:39 3/4/2022,95
995,22:21:26 3/4/2022,95
996,22:28:17 3/4/2022,95
997,22:34:54 3/4/2022,95
998,22:41:30 3/4/2022,95
999,22:48:40 3/4/2022,95
1000,22:55:34 3/4/2022,95
1001,23:03:21 3/4/2022,95
1002,23:10:08 3/4/2022,95
1003,23:17:30 3/4/2022,95
1004,23:24:16 3/4/2022,95
1005,23:30:54 3/4/2022,95
1006,23:37:32 3/4/2022,95
1007,23:44:05 3/4/2022,95
1008,23:50:40 3/4/2022,95
1009,23:57:13 3/4/2022,95
1010,00:03:50 4/4/2022,95
1011,00:10:40 4/4/2022,95
1012,00:17:21 4/4/2022,95
1013,00:24:15 4/4/2022,95
1014,00:30:55 4/4/2022,95
1015,00:37:44 4/4/2022,95
1016,00:44:28 4/4/2022,95
1017,00:51:01 4/4/2022,95
1018,00:57:42 4/4/2022,95
1019,01:04:38 4/4/2022,95
