id,HoraFecha,h2
820,02:30:23 3/4/2022,37
821,02:37:05 3/4/2022,38
822,02:43:47 3/4/2022,38
823,02:50:27 3/4/2022,36
824,02:57:09 3/4/2022,37
825,03:03:58 3/4/2022,37
826,03:10:40 3/4/2022,38
827,03:17:20 3/4/2022,38
828,03:24:37 3/4/2022,38
829,03:31:18 3/4/2022,36
830,03:37:59 3/4/2022,37
831,03:44:39 3/4/2022,36
832,03:51:19 3/4/2022,36
833,03:58:00 3/4/2022,37
834,04:04:39 3/4/2022,36
835,04:11:19 3/4/2022,36
836,04:17:59 3/4/2022,38
837,04:24:40 3/4/2022,36
838,04:31:19 3/4/2022,38
839,04:37:59 3/4/2022,36
840,04:44:39 3/4/2022,36
841,04:51:19 3/4/2022,37
842,04:57:59 3/4/2022,38
843,05:04:40 3/4/2022,36
844,05:11:29 3/4/2022,37
845,05:18:10 3/4/2022,36
846,05:25:03 3/4/2022,37
847,05:31:47 3/4/2022,37
848,05:38:26 3/4/2022,36
849,05:45:05 3/4/2022,36
850,05:51:45 3/4/2022,36
851,05:58:25 3/4/2022,39
852,06:05:03 3/4/2022,47
853,06:11:45 3/4/2022,64
854,06:18:25 3/4/2022,75
855,06:25:04 3/4/2022,84
856,06:30:05 3/4/2022,89
857,06:38:26 3/4/2022,92
858,06:45:05 3/4/2022,93
859,06:51:44 3/4/2022,94
860,06:58:23 3/4/2022,95
861,07:05:02 3/4/2022,95
862,07:11:41 3/4/2022,96
863,07:18:21 3/4/2022,96
864,07:25:03 3/4/2022,97
865,07:31:45 3/4/2022,97
866,07:38:28 3/4/2022,97
867,07:45:07 3/4/2022,97
868,07:51:48 3/4/2022,98
869,07:58:29 3/4/2022,98
870,08:05:11 3/4/2022,98
871,08:11:53 3/4/2022,97
872,08:18:35 3/4/2022,97
873,08:25:21 3/4/2022,98
874,08:32:13 3/4/2022,98
875,08:39:00 3/4/2022,98
876,08:45:44 3/4/2022,98
877,08:52:35 3/4/2022,98
878,08:59:19 3/4/2022,98
879,09:06:06 3/4/2022,98
880,09:12:58 3/4/2022,98
881,09:19:49 3/4/2022,98
882,09:27:32 3/4/2022,98
883,09:34:51 3/4/2022,99
884,09:43:05 3/4/2022,99
885,09:50:11 3/4/2022,99
886,09:57:10 3/4/2022,99
887,10:04:14 3/4/2022,99
888,10:11:13 3/4/2022,99
889,10:18:11 3/4/2022,98
890,10:24:54 3/4/2022,99
891,10:31:38 3/4/2022,99
892,10:38:26 3/4/2022,99
893,10:45:11 3/4/2022,99
894,10:52:09 3/4/2022,98
895,10:59:07 3/4/2022,98
896,11:05:56 3/4/2022,98
897,11:12:43 3/4/2022,99
898,11:19:29 3/4/2022,98
899,11:26:17 3/4/2022,98
900,11:33:08 3/4/2022,98
901,11:40:01 3/4/2022,99
902,11:46:49 3/4/2022,98
903,11:53:41 3/4/2022,98
904,12:00:41 3/4/2022,98
905,12:07:46 3/4/2022,98
906,12:14:43 3/4/2022,98
907,12:22:18 3/4/2022,98
908,12:29:01 3/4/2022,98
909,12:35:44 3/4/2022,98
910,12:42:24 3/4/2022,98
911,12:49:05 3/4/2022,98
912,12:55:46 3/4/2022,98
913,13:02:44 3/4/2022,98
914,13:09:27 3/4/2022,98
915,13:16:14 3/4/2022,98
916,13:22:59 3/4/2022,98
917,13:29:41 3/4/2022,98
918,13:36:44 3/4/2022,98
919,13:43:56 3/4/2022,98
920,13:51:08 3/4/2022,98
921,13:58:13 3/4/2022,98
922,14:05:01 3/4/2022,98
923,14:11:53 3/4/2022,98
924,14:18:36 3/4/2022,97
925,14:25:23 3/4/2022,97
926,14:32:06 3/4/2022,97
927,14:39:01 3/4/2022,97
928,14:45:43 3/4/2022,97
929,14:52:24 3/4/2022,98
930,14:59:10 3/4/2022,97
931,15:05:53 3/4/2022,97
932,15:12:39 3/4/2022,97
933,15:19:24 3/4/2022,97
934,15:26:15 3/4/2022,97
935,15:32:58 3/4/2022,97
936,15:39:58 3/4/2022,97
937,15:46:53 3/4/2022,97
938,15:54:14 3/4/2022,97
939,16:01:23 3/4/2022,97
940,16:08:22 3/4/2022,97
941,16:12:08 3/4/2022,97
942,16:22:27 3/4/2022,97
943,16:29:20 3/4/2022,97
944,16:36:32 3/4/2022,97
945,16:44:04 3/4/2022,97
946,16:51:27 3/4/2022,97
947,16:58:42 3/4/2022,97
948,17:05:59 3/4/2022,96
949,17:13:09 3/4/2022,96
950,17:20:16 3/4/2022,96
951,17:27:11 3/4/2022,96
952,17:34:20 3/4/2022,96
953,17:41:30 3/4/2022,95
954,17:48:21 3/4/2022,95
955,17:55:14 3/4/2022,94
956,18:02:16 3/4/2022,94
957,18:09:10 3/4/2022,93
958,18:16:09 3/4/2022,91
959,18:22:53 3/4/2022,86
960,18:29:45 3/4/2022,77
961,18:36:35 3/4/2022,60
962,18:44:54 3/4/2022,49
963,18:51:43 3/4/2022,43
964,18:58:29 3/4/2022,42
965,19:05:11 3/4/2022,42
966,19:11:59 3/4/2022,43
967,19:18:43 3/4/2022,43
968,19:25:35 3/4/2022,44
969,19:32:29 3/4/2022,42
970,19:39:20 3/4/2022,43
971,19:46:06 3/4/2022,43
972,19:52:55 3/4/2022,43
973,19:59:48 3/4/2022,43
974,20:04:50 3/4/2022,44
975,20:13:15 3/4/2022,44
976,20:19:58 3/4/2022,43
977,20:26:44 3/4/2022,43
978,20:33:37 3/4/2022,43
979,20:40:22 3/4/2022,44
980,20:47:04 3/4/2022,42
981,20:53:47 3/4/2022,42
982,21:00:23 3/4/2022,42
983,21:06:58 3/4/2022,42
984,21:13:41 3/4/2022,42
985,21:20:36 3/4/2022,42
986,21:27:47 3/4/2022,41
987,21:35:19 3/4/2022,40
988,21:42:38 3/4/2022,41
989,21:45:31 3/4/2022,41
990,21:54:50 3/4/2022,41
991,22:01:29 3/4/2022,41
992,22:08:30 3/4/2022,40
993,22:15:30 3/4/2022,40
994,22:22:18 3/4/2022,41
995,22:29:07 3/4/2022,41
996,22:35:44 3/4/2022,40
997,22:42:20 3/4/2022,41
998,22:49:33 3/4/2022,40
999,22:56:25 3/4/2022,41
1000,23:04:11 3/4/2022,41
1001,23:11:00 3/4/2022,41
1002,23:18:25 3/4/2022,40
1003,23:25:06 3/4/2022,40
1004,23:31:45 3/4/2022,40
1005,23:38:22 3/4/2022,41
1006,23:44:55 3/4/2022,40
1007,23:51:30 3/4/2022,40
1008,23:58:03 3/4/2022,40
1009,00:04:40 4/4/2022,40
1010,00:11:30 4/4/2022,41
1011,00:18:11 4/4/2022,39
1012,00:25:09 4/4/2022,41
1013,00:31:48 4/4/2022,40
1014,00:38:42 4/4/2022,40
1015,00:45:18 4/4/2022,41
1016,00:51:53 4/4/2022,40
1017,00:58:36 4/4/2022,41
1018,01:05:29 4/4/2022,41
1019,01:12:41 4/4/2022,41
1020,01:19:35 4/4/2022,40
1021,01:26:30 4/4/2022,41
1022,01:33:19 4/4/2022,40
1023,01:40:26 4/4/2022,40
1024,01:47:23 4/4/2022,40
1025,01:54:15 4/4/2022,41
1026,02:01:08 4/4/2022,41
1027,02:07:59 4/4/2022,40
1028,02:15:04 4/4/2022,40
1029,02:22:07 4/4/2022,40
1030,02:29:07 4/4/2022,40
1031,02:36:12 4/4/2022,41
1032,02:43:04 4/4/2022,41
1033,02:50:21 4/4/2022,41
1034,02:57:02 4/4/2022,39
1035,03:04:00 4/4/2022,40
1036,03:10:41 4/4/2022,40
1037,03:17:42 4/4/2022,41
1038,03:24:26 4/4/2022,41
1039,03:30:59 4/4/2022,41
1040,03:37:41 4/4/2022,41
1041,03:44:11 4/4/2022,40
1042,03:50:42 4/4/2022,41
1043,03:57:16 4/4/2022,41
1044,04:03:50 4/4/2022,40
1045,04:10:21 4/4/2022,40
1046,04:16:50 4/4/2022,39
1047,04:23:17 4/4/2022,39
1048,04:29:45 4/4/2022,40
1049,04:36:14 4/4/2022,40
1050,04:42:42 4/4/2022,40
1051,04:49:10 4/4/2022,40
1052,04:55:37 4/4/2022,41
1053,05:02:11 4/4/2022,40
1054,05:08:46 4/4/2022,40
1055,05:15:14 4/4/2022,39
1056,05:21:43 4/4/2022,40
1057,05:28:15 4/4/2022,39
1058,05:35:02 4/4/2022,40
1059,05:41:40 4/4/2022,40
1060,05:48:19 4/4/2022,39
1061,05:55:05 4/4/2022,40
1062,06:01:51 4/4/2022,43
1063,06:08:34 4/4/2022,56
1064,06:15:18 4/4/2022,68
1065,06:22:00 4/4/2022,80
1066,06:28:50 4/4/2022,87
1067,06:35:28 4/4/2022,90
1068,06:42:10 4/4/2022,94
1069,06:48:39 4/4/2022,95
1070,06:55:06 4/4/2022,95
1071,07:01:33 4/4/2022,95
1072,07:08:00 4/4/2022,96
1073,07:14:29 4/4/2022,95
1074,07:20:58 4/4/2022,94
1075,07:27:32 4/4/2022,94
1076,07:34:06 4/4/2022,95
1077,07:40:34 4/4/2022,96
1078,07:47:15 4/4/2022,96
1079,07:53:50 4/4/2022,97
1080,08:00:31 4/4/2022,97
1081,08:07:04 4/4/2022,97
1082,08:13:34 4/4/2022,97
1083,08:20:11 4/4/2022,98
1084,08:26:49 4/4/2022,98
1085,08:33:35 4/4/2022,98
1086,08:40:16 4/4/2022,98
1087,08:47:20 4/4/2022,99
1088,08:51:03 4/4/2022,99
1089,08:59:36 4/4/2022,99
1090,09:06:18 4/4/2022,99
1091,09:10:04 4/4/2022,99
1092,09:18:34 4/4/2022,99
1093,09:25:51 4/4/2022,99
1094,09:32:33 4/4/2022,99
1095,09:39:20 4/4/2022,99
1096,09:46:13 4/4/2022,99
1097,09:53:11 4/4/2022,99
1098,10:00:10 4/4/2022,99
1099,10:06:53 4/4/2022,99
1100,10:13:43 4/4/2022,99
1101,10:20:48 4/4/2022,98
1102,10:27:28 4/4/2022,98
1103,10:34:22 4/4/2022,98
1104,10:41:01 4/4/2022,98
1105,10:47:49 4/4/2022,98
1106,10:54:31 4/4/2022,98
1107,11:01:18 4/4/2022,98
1108,11:08:15 4/4/2022,99
1109,11:15:01 4/4/2022,98
1110,11:21:37 4/4/2022,98
1111,11:28:26 4/4/2022,98
1112,11:35:17 4/4/2022,98
1113,11:42:25 4/4/2022,98
1114,11:49:24 4/4/2022,98
1115,11:56:27 4/4/2022,98
1116,12:03:34 4/4/2022,98
1117,12:10:26 4/4/2022,98
1118,12:17:17 4/4/2022,98
1119,12:24:17 4/4/2022,98
1120,12:31:30 4/4/2022,98
1121,12:38:33 4/4/2022,98
1122,12:45:53 4/4/2022,98
1123,12:52:54 4/4/2022,98
1124,13:00:19 4/4/2022,98
1125,13:07:18 4/4/2022,98
1126,13:13:58 4/4/2022,98
1127,13:20:48 4/4/2022,98
1128,13:28:04 4/4/2022,98
1129,13:34:49 4/4/2022,98
1130,13:41:32 4/4/2022,98
1131,13:48:24 4/4/2022,98
1132,13:55:23 4/4/2022,98
1133,14:02:18 4/4/2022,98
1134,14:09:18 4/4/2022,98
1135,14:16:22 4/4/2022,98
1136,14:23:15 4/4/2022,98
1137,14:29:48 4/4/2022,98
1138,14:36:19 4/4/2022,98
1139,14:42:50 4/4/2022,98
1140,14:49:23 4/4/2022,98
1141,14:56:02 4/4/2022,98
1142,15:02:51 4/4/2022,98
1143,15:09:38 4/4/2022,98
1144,15:16:55 4/4/2022,97
1145,15:24:49 4/4/2022,97
1146,15:27:07 4/4/2022,97
1147,15:36:55 4/4/2022,97
1148,15:44:24 4/4/2022,97
1149,15:51:40 4/4/2022,97
1150,15:59:24 4/4/2022,97
1151,16:01:50 4/4/2022,97
1152,16:11:53 4/4/2022,97
1153,16:14:30 4/4/2022,97
1154,16:24:33 4/4/2022,97
1155,16:32:17 4/4/2022,97
1156,16:39:27 4/4/2022,97
1157,16:46:31 4/4/2022,96
1158,16:53:21 4/4/2022,96
1159,17:00:35 4/4/2022,96
1160,17:07:32 4/4/2022,96
1161,17:14:22 4/4/2022,96
1162,17:21:09 4/4/2022,95
1163,17:27:58 4/4/2022,95
1164,17:34:58 4/4/2022,95
1165,17:41:56 4/4/2022,94
1166,17:48:39 4/4/2022,93
1167,17:55:22 4/4/2022,92
1168,18:01:59 4/4/2022,91
1169,18:08:54 4/4/2022,90
1170,18:15:48 4/4/2022,89
1171,18:22:48 4/4/2022,85
1172,18:29:30 4/4/2022,76
1173,18:36:17 4/4/2022,61
1174,18:43:00 4/4/2022,50
1175,18:46:49 4/4/2022,47
1176,18:55:21 4/4/2022,46
1177,19:02:05 4/4/2022,45
1178,19:08:34 4/4/2022,44
1179,19:15:04 4/4/2022,45
1180,19:21:38 4/4/2022,45
1181,19:28:13 4/4/2022,45
1182,19:34:40 4/4/2022,45
1183,19:41:08 4/4/2022,44
1184,19:45:56 4/4/2022,44
1185,19:54:04 4/4/2022,45
1186,20:00:32 4/4/2022,44
1187,20:07:00 4/4/2022,45
1188,20:13:28 4/4/2022,44
1189,20:19:55 4/4/2022,44
1190,20:26:23 4/4/2022,45
1191,20:32:51 4/4/2022,44
1192,20:39:21 4/4/2022,45
1193,20:45:50 4/4/2022,44
1194,20:52:18 4/4/2022,44
1195,20:58:51 4/4/2022,43
1196,21:05:40 4/4/2022,44
1197,21:12:34 4/4/2022,44
1198,21:17:39 4/4/2022,44
1199,21:26:09 4/4/2022,43
1200,21:32:39 4/4/2022,44
1201,21:39:09 4/4/2022,43
1202,21:45:46 4/4/2022,43
1203,21:52:18 4/4/2022,42
1204,21:58:51 4/4/2022,42
1205,22:05:27 4/4/2022,43
1206,22:12:14 4/4/2022,42
1207,22:19:19 4/4/2022,42
1208,22:22:30 4/4/2022,43
1209,22:27:56 4/4/2022,42
1210,22:32:21 4/4/2022,42
